==NUM-OF-OBJ==
|Server|PCPU,1|PMem,1|Sched,1|SCSI,1|Nfs,1|Vscsi,1|Net,1|Interrupt,1|Power,1|
|PCPU|LCPU,56|Core,28|Package,2|
|PMem|NUMANode,2|
|Sched|SchedGroup,1120|
|SchedGroup|GroupID,1|GroupName,system|VMNUMANodeMem,0|CPUClient,403|HiddenWorld,0|
|CPUClient|CPUClientID,65793|VCPUName,CpuMetricsLoadHistory|
|CPUClient|CPUClientID,65794|VCPUName,CpuSchedExtendedCore|
|CPUClient|CPUClientID,65795|VCPUName,numasched|
|CPUClient|CPUClientID,65796|VCPUName,PktSlabMemoryStats|
|CPUClient|CPUClientID,65843|VCPUName,DCFlushCaches|
|CPUClient|CPUClientID,65844|VCPUName,OCFlush|
|CPUClient|CPUClientID,65862|VCPUName,bcsyncd|
|CPUClient|CPUClientID,65863|VCPUName,BCFlush-0|
|CPUClient|CPUClientID,65864|VCPUName,BCFlush-1|
|CPUClient|CPUClientID,65865|VCPUName,BCFlush-2|
|CPUClient|CPUClientID,65866|VCPUName,BCFlush-3|
|CPUClient|CPUClientID,65939|VCPUName,VSCSIPoll|
|CPUClient|CPUClientID,65950|VCPUName,Storage-APD|
|CPUClient|CPUClientID,65995|VCPUName,serialSwitcher|
|CPUClient|CPUClientID,65996|VCPUName,logterm|
|CPUClient|CPUClientID,65997|VCPUName,logterm-scroll|
|CPUClient|CPUClientID,65998|VCPUName,SchedPowerEnergy|
|CPUClient|CPUClientID,65999|VCPUName,memMap-adj|
|CPUClient|CPUClientID,66000|VCPUName,VMKPCIPassthruUnmask|
|CPUClient|CPUClientID,66005|VCPUName,NRandomHwrng|
|CPUClient|CPUClientID,66006|VCPUName,tq:incompatTQ|
|CPUClient|CPUClientID,66008|VCPUName,swapglobal-groupmove|
|CPUClient|CPUClientID,66011|VCPUName,serial rx tty1|
|CPUClient|CPUClientID,66012|VCPUName,serial rx tty2|
|CPUClient|CPUClientID,66013|VCPUName,userMemTouchEst-4306e518c000|
|CPUClient|CPUClientID,66126|VCPUName,vprobeDrainEngine|
|CPUClient|CPUClientID,66139|VCPUName,tq:VmkapiV2_1_0_0TimerQueue|
|CPUClient|CPUClientID,66145|VCPUName,tq:vmkusb|
|CPUClient|CPUClientID,66146|VCPUName,thread taskq_0|
|CPUClient|CPUClientID,66147|VCPUName,thread taskq_1|
|CPUClient|CPUClientID,66148|VCPUName,thread taskq_2|
|CPUClient|CPUClientID,66149|VCPUName,thread taskq_3|
|CPUClient|CPUClientID,66150|VCPUName,cam.doneq0|
|CPUClient|CPUClientID,66151|VCPUName,cam.doneq1|
|CPUClient|CPUClientID,66152|VCPUName,cam.doneq2|
|CPUClient|CPUClientID,66153|VCPUName,cam.doneq3|
|CPUClient|CPUClientID,66154|VCPUName,CAM taskq|
|CPUClient|CPUClientID,66155|VCPUName,cam.scanner|
|CPUClient|CPUClientID,66156|VCPUName,usbus0|
|CPUClient|CPUClientID,66157|VCPUName,usbus0|
|CPUClient|CPUClientID,66158|VCPUName,usbus0|
|CPUClient|CPUClientID,66159|VCPUName,usbus0|
|CPUClient|CPUClientID,66160|VCPUName,usbus1|
|CPUClient|CPUClientID,66161|VCPUName,usbus1|
|CPUClient|CPUClientID,66162|VCPUName,usbus1|
|CPUClient|CPUClientID,66163|VCPUName,usbus1|
|CPUClient|CPUClientID,66164|VCPUName,usbus2|
|CPUClient|CPUClientID,66165|VCPUName,usbus2|
|CPUClient|CPUClientID,66166|VCPUName,usbus2|
|CPUClient|CPUClientID,66167|VCPUName,usbus2|
|CPUClient|CPUClientID,66170|VCPUName,usbus3|
|CPUClient|CPUClientID,66171|VCPUName,usbus3|
|CPUClient|CPUClientID,66172|VCPUName,usbus3|
|CPUClient|CPUClientID,66173|VCPUName,usbus3|
|CPUClient|CPUClientID,66175|VCPUName,elxnet_processMccWorkerThread|
|CPUClient|CPUClientID,66176|VCPUName,vmnic0-pollWorld-0|
|CPUClient|CPUClientID,66177|VCPUName,vmnic0-pollWorld-1|
|CPUClient|CPUClientID,66178|VCPUName,vmnic0-pollWorld-2|
|CPUClient|CPUClientID,66179|VCPUName,vmnic0-pollWorld-3|
|CPUClient|CPUClientID,66180|VCPUName,vmnic0-pollWorld-4|
|CPUClient|CPUClientID,66181|VCPUName,vmnic0-pollWorld-5|
|CPUClient|CPUClientID,66182|VCPUName,vmnic0-pollWorld-6|
|CPUClient|CPUClientID,66183|VCPUName,vmnic0-pollWorld-7|
|CPUClient|CPUClientID,66184|VCPUName,vmnic0-pollWorld-8|
|CPUClient|CPUClientID,66185|VCPUName,vmnic0-pollWorld-9|
|CPUClient|CPUClientID,66186|VCPUName,vmnic0-pollWorld-10|
|CPUClient|CPUClientID,66187|VCPUName,vmnic0-pollWorld-11|
|CPUClient|CPUClientID,66188|VCPUName,elxnet_tpeReInitWorkerThread|
|CPUClient|CPUClientID,66189|VCPUName,elxnet_workerThread|
|CPUClient|CPUClientID,66190|VCPUName,elxnet_processMccWorkerThread|
|CPUClient|CPUClientID,66191|VCPUName,vmnic1-pollWorld-0|
|CPUClient|CPUClientID,66192|VCPUName,vmnic1-pollWorld-1|
|CPUClient|CPUClientID,66193|VCPUName,vmnic1-pollWorld-2|
|CPUClient|CPUClientID,66194|VCPUName,vmnic1-pollWorld-3|
|CPUClient|CPUClientID,66195|VCPUName,vmnic1-pollWorld-4|
|CPUClient|CPUClientID,66196|VCPUName,vmnic1-pollWorld-5|
|CPUClient|CPUClientID,66197|VCPUName,vmnic1-pollWorld-6|
|CPUClient|CPUClientID,66198|VCPUName,vmnic1-pollWorld-7|
|CPUClient|CPUClientID,66199|VCPUName,vmnic1-pollWorld-8|
|CPUClient|CPUClientID,66200|VCPUName,vmnic1-pollWorld-9|
|CPUClient|CPUClientID,66201|VCPUName,vmnic1-pollWorld-10|
|CPUClient|CPUClientID,66202|VCPUName,vmnic1-pollWorld-11|
|CPUClient|CPUClientID,66203|VCPUName,elxnet_tpeReInitWorkerThread|
|CPUClient|CPUClientID,66204|VCPUName,elxnet_workerThread|
|CPUClient|CPUClientID,66206|VCPUName,tq:brcmfcoe_tq|
|CPUClient|CPUClientID,66207|VCPUName,lpfc_do_work-0|
|CPUClient|CPUClientID,66208|VCPUName,lpfc_path_claim-0-0|
|CPUClient|CPUClientID,66209|VCPUName,lpfc_scsidone-0-0|
|CPUClient|CPUClientID,66210|VCPUName,lpfc_do_work-1|
|CPUClient|CPUClientID,66211|VCPUName,lpfc_path_claim-1-0|
|CPUClient|CPUClientID,66212|VCPUName,lpfc_scsidone-1-0|
|CPUClient|CPUClientID,66213|VCPUName,elxnet_processMccWorkerThread|
|CPUClient|CPUClientID,66214|VCPUName,vmnic2-pollWorld-0|
|CPUClient|CPUClientID,66215|VCPUName,vmnic2-pollWorld-1|
|CPUClient|CPUClientID,66216|VCPUName,vmnic2-pollWorld-2|
|CPUClient|CPUClientID,66217|VCPUName,vmnic2-pollWorld-3|
|CPUClient|CPUClientID,66218|VCPUName,vmnic2-pollWorld-4|
|CPUClient|CPUClientID,66219|VCPUName,vmnic2-pollWorld-5|
|CPUClient|CPUClientID,66220|VCPUName,vmnic2-pollWorld-6|
|CPUClient|CPUClientID,66221|VCPUName,vmnic2-pollWorld-7|
|CPUClient|CPUClientID,66222|VCPUName,vmnic2-pollWorld-8|
|CPUClient|CPUClientID,66223|VCPUName,vmnic2-pollWorld-9|
|CPUClient|CPUClientID,66224|VCPUName,vmnic2-pollWorld-10|
|CPUClient|CPUClientID,66225|VCPUName,vmnic2-pollWorld-11|
|CPUClient|CPUClientID,66226|VCPUName,elxnet_tpeReInitWorkerThread|
|CPUClient|CPUClientID,66227|VCPUName,elxnet_workerThread|
|CPUClient|CPUClientID,66228|VCPUName,elxnet_processMccWorkerThread|
|CPUClient|CPUClientID,66229|VCPUName,vmnic3-pollWorld-0|
|CPUClient|CPUClientID,66230|VCPUName,vmnic3-pollWorld-1|
|CPUClient|CPUClientID,66231|VCPUName,vmnic3-pollWorld-2|
|CPUClient|CPUClientID,66232|VCPUName,vmnic3-pollWorld-3|
|CPUClient|CPUClientID,66233|VCPUName,vmnic3-pollWorld-4|
|CPUClient|CPUClientID,66234|VCPUName,vmnic3-pollWorld-5|
|CPUClient|CPUClientID,66235|VCPUName,vmnic3-pollWorld-6|
|CPUClient|CPUClientID,66236|VCPUName,vmnic3-pollWorld-7|
|CPUClient|CPUClientID,66237|VCPUName,vmnic3-pollWorld-8|
|CPUClient|CPUClientID,66238|VCPUName,vmnic3-pollWorld-9|
|CPUClient|CPUClientID,66239|VCPUName,vmnic3-pollWorld-10|
|CPUClient|CPUClientID,66240|VCPUName,vmnic3-pollWorld-11|
|CPUClient|CPUClientID,66241|VCPUName,elxnet_tpeReInitWorkerThread|
|CPUClient|CPUClientID,66242|VCPUName,elxnet_workerThread|
|CPUClient|CPUClientID,66245|VCPUName,iscsi_trans_vmklink|
|CPUClient|CPUClientID,66248|VCPUName,advUnicastAddrWorld|
|CPUClient|CPUClientID,66249|VCPUName,MirrorAgent|
|CPUClient|CPUClientID,66259|VCPUName,tq:NMP|
|CPUClient|CPUClientID,66263|VCPUName,tq:VMW_SATP_LOCAL|
|CPUClient|CPUClientID,66335|VCPUName,tq:NetHealthcheck|
|CPUClient|CPUClientID,66337|VCPUName,L2Echo Rx|
|CPUClient|CPUClientID,66340|VCPUName,tq:VLANMTUCheck|
|CPUClient|CPUClientID,66344|VCPUName,tq:Shaper Schedule|
|CPUClient|CPUClientID,66346|VCPUName,tq:lldp|
|CPUClient|CPUClientID,66352|VCPUName,tq:tcpip4|
|CPUClient|CPUClientID,66353|VCPUName,tq:tcpip4-flow-affinitizer|
|CPUClient|CPUClientID,66354|VCPUName,tcpip-isr|
|CPUClient|CPUClientID,66355|VCPUName,Tcpip4 wtask|
|CPUClient|CPUClientID,66412|VCPUName,TcpipPktComp#0|
|CPUClient|CPUClientID,66413|VCPUName,TcpipFlowCleaner_|
|CPUClient|CPUClientID,66417|VCPUName,DVFilter-ReplyWorld|
|CPUClient|CPUClientID,66418|VCPUName,DVFilter-HeartbeatWorld|
|CPUClient|CPUClientID,66419|VCPUName,DVFilter-Comm-XmitWorld|
|CPUClient|CPUClientID,66420|VCPUName,DVFilter-Comm-2|
|CPUClient|CPUClientID,66428|VCPUName,tq:dvfilter-generic-fastpath|
|CPUClient|CPUClientID,66452|VCPUName,Cmpl-vmhba0-0|
|CPUClient|CPUClientID,66453|VCPUName,Cmpl-vmhba0-1|
|CPUClient|CPUClientID,66454|VCPUName,Cmpl-vmhba1-0|
|CPUClient|CPUClientID,66455|VCPUName,Cmpl-vmhba1-1|
|CPUClient|CPUClientID,66470|VCPUName,vmk0-rx-0|
|CPUClient|CPUClientID,66471|VCPUName,vmk0-tx|
|CPUClient|CPUClientID,66505|VCPUName,COWRECacheMgr|
|CPUClient|CPUClientID,66508|VCPUName,SunRPCAsyncIO-0|
|CPUClient|CPUClientID,66509|VCPUName,SunRPCAsyncIO-1|
|CPUClient|CPUClientID,66510|VCPUName,SunRPC GSS CTX Monitor|
|CPUClient|CPUClientID,66546|VCPUName,Vol3JournalExtendMgrWorld|
|CPUClient|CPUClientID,66547|VCPUName,FS3FdUnlockMgr|
|CPUClient|CPUClientID,66551|VCPUName,VMFS6-v24-PB3-PBGC-Manager|
|CPUClient|CPUClientID,66552|VCPUName,FS3DiskHeartbeat|
|CPUClient|CPUClientID,66563|VCPUName,FS3ResMgr|
|CPUClient|CPUClientID,66580|VCPUName,FS3ResMgr|
|CPUClient|CPUClientID,66598|VCPUName,Res6AffinityMgrWorld|
|CPUClient|CPUClientID,66603|VCPUName,FSUnmapManager|
|CPUClient|CPUClientID,66604|VCPUName,FSUnmapLockBreaker|
|CPUClient|CPUClientID,66856|VCPUName,NFSv3-ServerMonitor|
|CPUClient|CPUClientID,66859|VCPUName,tq:NFS41|
|CPUClient|CPUClientID,66860|VCPUName,NFS41SMConnQueue-0|
|CPUClient|CPUClientID,66861|VCPUName,NFS41SMSessQueue-0|
|CPUClient|CPUClientID,66862|VCPUName,NFS41SMClusQueue-0|
|CPUClient|CPUClientID,66863|VCPUName,NFS41SMNotifQueue-0|
|CPUClient|CPUClientID,66864|VCPUName,NFS41WorkQueueGeneric-0|
